Type,UPC,Title,Description,Category,Partner,SKU,Price,Stock,binding,number_of_pages,publisher,language,publication_date,weight,author
Standalone,9780071487689,Blue Water Sailing Manual,"Get an enticing preview of cutting-edge rigs, equipment, tactics, and techniquesTomorrow's cruising sail technology, techniques, and strategies are developed, tested, and refined in today's racing sailboats. &quot;Blue Water Sailing Manual&quot; provides you with a comprehensive survey of competitive offshore sailing gear and practices.This tantalizing look into the future of sailing examines the latest in sails, electronic navigation, weather routing, crew preparation and safety, boat handling, night sailing, heavy-weather tactics, jury rigs, survival techniques, and more.",Books > Sailing,Ingram,9780071487689,52.99,6,Hardback,272,McGraw-Hill/Contemporary,English,01/01/2007,973,Barry Pickthall
Standalone,9781846231889,Turkish Waters Pilot,This 8th edition of Rod Heikell's guide to the coast of Turkey from the Bosphorus to the Syrian border and Cyprus has been revised following the author's visits to the coasts. Details of new yacht harbours have been collected and the data on the existing entries has been updated and improved throughout. There are many new plans and new photographs from the author and high quality aerial photos of most of the major harbours which give a fascinating overview and support for the plans. This edition sees a reworked introduction that takes accounts of changing cruising patterns and interests. There is no other guide in English and Turkish Waters Pilot sets the standards for both pilotage and describing places to visit and see.,Books > Sailing,Gardners,9781846231889,58.99,1,Hardback,96,"IMRAY,LAURIE,NORIE & WILSON LTD",English,01/04/2009,1520,Rod Heikell
Standalone,9781118326787,The Rules In Practice: 2013-2016,"A proper understanding of the racing rules is crucial to success on the water and there is no better guide to the latest rules than Bryan Willis. Bryan has been chairman of the jury and chief umpire for some of the most prestigious sailing events in the world, including the America's Cup and Olympics. He has served on International Sailing Federation (ISAF) Racing Rules Committee for over 25 years. Who better to explain how to put the rules into practice? Sailors are taken through a wide range of scenarios with a clear explanation of what rule applies and how it should be interpreted. Colour diagrams make everything crystal clear. As well as going through the latest rules changes for 2013-2016, Bryan also guides you through the knowledge needed to come out at the front of the fleet at every stage of the race and every mark. An appendix includes the rules in full, making this an essential reference as well as an invaluable guide.",Books > Sailing,Gardners,9781118326787,30.99,2,Paperback,160,John Wiley & Sons Inc,English,05/10/2012,356,Bryan Willis
Standalone,9781443735605,Racing Dinghy Handling,"This is a book that aims to provide the beginner with a sound introduction to dinghy handling with a view to eventually acquiring race-winning skills. A useful read for anyone who requires information and to gain confidence before entering the sport. It may also be of service to those with more experience. Contents Include: Dinghy Classes - Buying a Boat - Crewing - Rigging and Jobs Ashore - Getting Afloat and Ashore - Mainly on Sail Trimming - Weight Distribution, Balance and Kicking Straps - Heavy and Light Weight Weather Tasks - Helming - Helmsman's Responsibilities - Sail Trimming and Steering - Positions and Predicaments - Maintenance of the Hull - Maintenance of Spars, Rigging, Sails and Gear - Joining an Club - Safety Measures - Some of the Many Clubs Giving Regular Races for Dinghies",Books > General,Bertrams,9781443735605,68.99,8,Hardback,132,Read Books,English,04/11/2008,318,Ian Proctor
Standalone,9781906095000,The Northern Isles: Orkney And Shetland Sea Kayaking,"Their relative isolation, stunning scenery and Norse history make Orkney and Shetland a very special place. For the sea kayaker island archipelagos are particularly rewarding ...none more so than these. Illustrated with superb colour photographs and useful maps throughout, this book is a practical guide to help you select and plan trips. It will provide inspiration for future voyages and a souvenir of journeys undertaken. As well as providing essential information on where to start and finish, distances, times and tidal information, this book does much to stimulate interest in the environment. It is full of facts and anecdotes about local history, geology, scenery, seabirds and sea mammals.",Books > Canoeing & Kayaking,Bertrams,9781906095000,36.99,0,Paperback,272,Pesda Press,English,16/03/2007,862,"Tom Smith,Jex,Chris Jex and  others"
Standalone,9781432724733,The Odyssey Of Sunraker,"Arthur Graham Howard, M.D. The Odyssey of Sunraker",Books > Sailing,Bertrams,9781432724733,41.99,0,Paperback,328,OUTSKIRTS PRESS,English,17/11/2008,485,Arthur Howard
Standalone,9780470972519,Knox-Johnston On Sailing,"Sir Robin Knox-Johnston is Britain's greatest living sailor and here he shares a collection of distilled wisdom, acute observations and fascinating anecdotes.Knox-Johnston On Sailing is a selection of his most provoking, insightful and perceptive writing from the pages of Yachting World magazine. Robin has been a columnist for this leading racing and cruising magazine for more almost two decades. His writing ranges from the latest developments in sailing to reflections on his long and accomplished sailing career.Robin tells it like it is, and this selection will serve to educate and entertain in equal measure. The spotlight of his steely gaze falls upon the great ocean races and the brave men and women who compete in them. He considers the lessons of seamanship he learned over hundreds of thousands of miles at sea -- and he looks ahead, considering the future of sailing for racing and cruising yachtsmen.A comprehensive index makes this a useful reference book as a well as wonderful title to dip in and out of.Robin's views are forthright, compelling and based on a breathtaking wealth of experience.",Books > Sailing,Bertrams,9780470972519,29.99,2,Hardback,224,"John Wiley & Sons, Ltd.",English,20/08/2010,486,Robin Knox-Johnston
Standalone,9781861268273,Sea Kayaking,"Sea Kayaking, one of the oldest forms of transportation, provides a diversity of exhilarating opportunities, including long sea crossings, groundbreaking expeditions to isolated areas, playing in the surf, journeying to remote beaches, or simply&nbsp;providing a platform from which to observe the fauna and flora of coastal waters.&nbsp;This stunningly photographed survey covers minimal-impact sea kayaking, how to choose a kayak, safety tips and rescues, how to navigate, and much more.",Books > Canoeing & Kayaking,Bertrams,9781861268273,32.99,2,Paperback,192,THE CROWOOD PRESS LTD,English,09/05/2007,535,Alun Richardson and Neil Robinson
Standalone,9781150749476,"Ned Myers, Or, A Life Before The Mast",General Books publication date: 2009 Original publication date: 1856 Original Publisher: Stringer and Townsend Subjects: Sports,Books > Sailing,Gardners,9781150749476,38.99,5,Paperback,162,General Books LLC,English,23/12/2009,249,James Fenimore Cooper
Standalone,9781406796599,Racing Dinghy Handling,"This is a book that aims to provide the beginner with a sound introduction to dinghy handling with a view to eventually acquiring race-winning skills. A useful read for anyone who requires information and to gain confidence before entering the sport. It may also be of service to those with more experience. Contents Include: Dinghy Classes - Buying a Boat - Crewing - Rigging and Jobs Ashore - Getting Afloat and Ashore - Mainly on Sail Trimming - Weight Distribution, Balance and Kicking Straps - Heavy and Light Weight Weather Tasks - Helming - Helmsman's Responsibilities - Sail Trimming and Steering - Positions and Predicaments - Maintenance of the Hull - Maintenance of Spars, Rigging, Sails and Gear - Joining an Club - Safety Measures - Some of the Many Clubs Giving Regular Races for Dinghies",Books > General,Ingram,9781406796599,52.99,5,Paperback,128,Read Books,English,01/07/2006,172,Ian Proctor
Standalone,9780071628372,"The Young Mariner's Manual Of Boats, Adventure, And The Sea","A seagoing version ofThe Dangerous Book for BoysandThe Daring Book for Girlsrolled into one!   David Seidman is the bestselling author ofThe Complete Sailorwith more than 80,000 copies sold. Loaded with things for kids to do on, in, or beside the water--skip a stone, body surf, row a boat, paddle a sea kayak, build a sand castle, play nautical capture the flag, make a chart of a cove; fillet a fish; make a rope ladder; and much more. Also includes many things for parents and kids to do together--build a boat, build a Huck Finn raft, brew biofuel, and a whole lot more.David Seidman (New York, NY)is the former executive editor ofBoating, the world's largest powerboat magazine.Jeff Hemmel (Tampa, FL)is a boating journalist and, like David, the proud father of a young mariner.",Books > General,Ingram,9780071628372,34.99,1,Hardback,272,INTERNATIONAL MARINE PUBLISHING CO,English,01/06/2010,752,David Seidman and Jeff Hemmel
Standalone,9781921936906,Sailing Alone Around The World,"'It is a timeless work that can be read again and again, and a story that totally absorbs the reader with it's enormity and honest endeavour' RNSA Journal; 'Slocum's prose is a model of its kind: honest, vivid, salty, and at times, lyrical' Traditional Boats and Tall Ships; 'One of the all-time classic sailing narratives' Classic Boat. Joshua Slocum was the first person to sail around the world. In this book he tells about his voyage. Joshua Slocums story is very entertaining to read. He writes about the practical and technical challenges of long distance sailing in the 19th century and about his encounters with the peoples and tribes on his route. The writing style is short and factual, but that almost makes the impression even stronger given that more often than not Joshua Slocum had to face death and only escaped with the narrowest of margins. They don't make'em like that any more...I highly recommend this book. it's a great read",Books > Sailing,Ingram,9781921936906,31.99,3,Paperback,172,Wallabycreek,English,15/12/2011,320,Joshua Slocum
Standalone,9780470972885,Yachting Monthly 200 Skipper's Tips: Instant Skills To Improve Your Seamanship,"Dip into any of the 200 tips in this handy book to make yourself a better yachtsman.Discover practical skills that you won't find anywhere else. Each tip is illustrated and there's something for everyone from complete beginner to ocean navigator.Among the wealth of advice there are hints on how to judge distance at sea or tell if the tide is turned, how to steer clear of rocks and ensure you come alongside safely and in style.It's a treasure trove of nautical know-how, including:+ Seamanship+ Navigation+ Safety+ Boat handling+ Ropes and knots+ Life on boardThese are the very best of the Skipper's Tips from the pages of Yachting Monthly magazine, the UK's premium cruising title. Each tip is a pearl of wisdom from Britain's foremost yachting writer, Tom Cunliffe.  www.tomcunliffe.com",Books > Sailing,Ingram,9780470972885,22.99,6,Paperback,112,"John Wiley & Sons, Ltd.",English,27/08/2010,142,Tom Cunliffe
Standalone,9781119992837,"Sailing, Yachts And Yarns","&quot;Nobody Captures the Magic of Sail or Conveys the Lessons of Seamanship Like Tom. He's One of Sailing's Great Raconteurs.&quot; - David Glenn, Editor, Yachting World Tom Cinliffe , star of BBC TV's The Boats That Built Britain , is also Britain's leading sailing writer. Sailing, Yachts and Yarns is a selection of his most entertaining, outspoken and instructive writing from the pages of Yachting Monthly . Tom's regular column for this leading sailing magazine gives him free reign to explore a wide range of topics. He has a gift for capturing the magic of sail and finding pearls of practical wisdom in the most unlikely nautical adventures. Sailing, Yachts and Yarns is a wonderful miscellany if wit, wisdom and wonder. It will make you laugh and make you think - and make you want to cast off to enjoy the delights of life afloat. Tom Cunliffe is a worldwide authority on sailing instruction and an expert on traditional sailing craft. He is the author of more than 20 books and writes for Yachting Monthly , Yachting World and SAIL magazines.",Books > Sailing,Bertrams,9781119992837,29.99,11,Hardback,256,John Wiley & Sons Inc,English,29/03/2011,539,Tom Cunliffe
Standalone,9781119951292,Yachting Monthly's Expert Sailing Skills: No Nonsense Advice That Really Works,Become a better yachtsman with the help of Tom Cunliffe and Yachting Monthly There are plenty of sailing and seamanship skills that don&rsquo;t feature on the syllabus of even the most advanced official sailing course &ndash; and a wealth of such wisdom can be found in these pages. There&rsquo;s advice on everything from fixing an engine to recovering a casualty from the water &ndash; and all of it is delivered with lively prose and hundreds of easy to follow photographs and diagrams. Seamanship &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Boat handling&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Skippering Navigation&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Sail trim&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Emergencies Sailing guru Tom Cunliffe teaches sailors how to improve a vast range of sailing skills &ndash; from dropping anchor to planning a passage and from sailing harmoniously with your partner to using onboard electronics. Each chapter deals with a specific skill and is highly illustrated with step-by-step photos. This selection of the best practical articles from the pages of Yachting Monthly magazine will help sailors at every level.,Books > Sailing,Gardners,9781119951292,37.99,1,Hardback,184,John Wiley & Sons Inc,English,13/04/2012,925,Tom Cunliffe
Standalone,9780071749572,The Complete Sailor,"This is not just an instructional book---it's an insight into a sailor's approach to the sea, boats, and the ever-changing dynamic of wind on the water&quot;A learn-to-sail book with heart.&quot;--WoodenBoat &quot;A real winner...a masterful blend of straightforward text with delightful and instructive illustrations. Quite simply a great primer on sailing and the world of boats for readers of all ages.&quot;--Cruising World &quot;Teaches sailing with flair and poetry.&quot;--SAIL &quot;A great walk-through for the novice, both entertaining and thorough.&quot;--Sailing &quot;Sits in a class by itself. Elegantly simple, encyclopedic in scope, and a delightful reference for any novice&#8212;with lots to offer intermediate sailors, too.&quot;--Kalamazoo GazetteIf you never sailed, sailed once, or have sailed for a lifetime, this book is perfect for beginners but deep enough content for those interested in going beyond basics. Revised and expanded to include racing and GPS navigation,The Complete Sailoris not just a how-to sail book, but a book that teaches you how to become a sailor.Inside you&#8217;ll find:  An all-in-one, comprehensive introduction to sailing Up-to-date information on techniques and approaches offered by the changing nature of the sport Exquisite pen-and-ink illustrationsTopics include: Wind Sense; Working Winds; Getting Underway; The Boat; Rigging; Sails; Under Power; Rules of the Road; Anchoring; Ropework; Marlinspike Seamanship; Emergencies; Sea and Sky; Navigation; Racing; Trailering",Books > Sailing,Gardners,9780071749572,26.99,1,Paperback,240,INTERNATIONAL MARINE PUBLISHING CO,English,01/05/2011,386,David Seidman
Standalone,9781408114018,World Cruising Destinations: An Inspirational Guide To All Sailing Destinations,"'What Jimmy Cornell doesn't know about cruising isn't worth knowing' - Yachting World  One of the most influential cruising yachtsmen writing today, Jimmy Cornell has sailed over 200,000 miles on all the oceans of the world, including three circumnavigations and voyages to the Arctic and Antarctic. His successful guide to sailing around the world, World Cruising Routes, has helped many aspirational voyagers turn their dreams into reality and follow in his footsteps.  This substantial new handbook profiles every cruising destination in the world and is intended as a partner to Cornell's bestselling World Cruising Routes. Every destination is detailed comprehensively, with information on cruising attractions, history, culture, climate(including average monthly temperatures and rainfall, plus tropical storm seasons), local laws, regulations and formalities, facilities available, plus public holidays and events, emergency telephone numbers, and much more. Lavishly illustrated throughout, it is not only a must-have onboard reference work for long distance sailors, but will undoubtedly inspire the adventurous to sail where they have never sailed before.",Books > Sailing,Gardners,9781408114018,65.99,3,Paperback,426,Adlard Coles Nautical,English,13/07/2010,1324,Jimmy Cornell
Standalone,9781408157503,Team Spirit: Life And Leadership On One Of The World's Toughest Yacht Races,"Team Spiritis a gripping account of a race on the edge, and a young skipper's determined journey to victory. The Clipper Round the World Yacht Race is the ultimate long distance challenge - a 35,000-mile circumnavigation of the globe, contested by amateur crews in identical racing yachts - and the winners are those who keep their focus the longest.The 2010 winner was 28-year-old Brendan Hall and his crew in Spirit of Australia. Although Brendan was the youngest and least experienced skipper in the race, the win was no accident - it was the culmination of years of training, skilled navigation and a leadership style way beyond his years.His leadership skills were soon put to the test - in the middle of a North Pacific hurricane, Brendan went to the rescue of an injured skipper on a competing yacht and skippered both boats across one of the most feared oceans in the world. Brendan's brutally honest, no-holds-barred account is revealing and instructive, with valuable lessons in leadership and management - and never giving up. Thrown in quite literally at the deep end, he is pushed to the limit, and learns lessons you can only learn the hard way.",Books > Sailing,Gardners,9781408157503,30.99,5,Hardback,240,Adlard Coles Nautical,English,21/06/2012,522,Brendan Hall
Standalone,9781898660019,Helming To Win,"Helming To Win spotlights the techniques that will maximise your boatspeed. Two of the fastest sailors in the world explain how to tune the rig and set the sails. They look at each pint of sailing and explain how to make the boat go - in all windstrengths and in all sea conditions. The race itself is analysed, from starting techniques to picking the best end of the finish line. Helming To Win is right up to date with advice on twin-wiring and asymmetric spinnakers, and a final section highlights the important elements of putting together a campaign - time management, attitude, boat preparation and feel.  This book will propel you to the front line of the fleet, and kaybe into the lead. At last you'll be racing, instead of just sailing round the course trying to avoid the other boats.",Books > Sailing,Gardners,9781898660019,24.99,2,Paperback,96,Fernhurst Books,English,30/06/1994,184,Lawrie Smith and Ian Pinnell
Standalone,9780470978030,Amazing Sailing Stories,"Amazing Sailing Stories is a great gift for sailors or those looking for a great read on the adventures on the seas. A wonderful hardback collection of thrilling stories of the sea, both ancient and modern. This eclectic collection features monster sea creatures and tragic shipwrecks, epic races and brave rescues, tiny dinghies and mighty Tall Ships. No sailing knowledge is needed to delight in these epic tales. All the reader requires is a love of good writing and a taste for adventure. Gripping reads ancient and modern. For armchair enthusiasts and active sailors. A perfect gift. Quality hardback. The first in a series of Amazing Stories.",Books > Sailing,Gardners,9780470978030,24.99,1,Hardback,272,"John Wiley & Sons, Ltd.",English,23/08/2011,546,Dick Durham
Standalone,9781406796605,Racing Dinghy Maintenance,"'The attractions of dinghy sailing are many and varied. There is an enjoyment of being afloat and getting healthy exercise in the open air; the satisfaction of having secured a tactical victory and outsailed one's competitors is another source of delight, while the appreciation of the skill of someone else in sailing a better race should not fail to arouse pleasure and interest.' This book is a great source of interest and knowledge as well as a spur to successful racing and a guide to proud ownership. Contents Include: Periodic Survey and First Aid - Rigging, Wire and Wire Rope - Rigging - Cordage - Varnish, Enamel and Other Finishes - Scraping and Smoothing - Applying Varnish - Masts and Spars - Blocks, Fittings and Fastenings - Centreboards and Rudders - Sails - Getting Them Right - Keeping Them Right",Books > Sailing,Bertrams,9781406796605,53.99,7,Paperback,160,Read Books,English,01/07/2006,213,Ian Proctor
Standalone,9781846231995,Rocks And Rivers: A Birds's Eye View Of The West Country,"Aerial photographs by Patrick Roach. The South coasts of Devon and Cornwall are the first or the last many mariner has of England. Whether running up-channel, bound east for London and Northern Europe, or beating ever westwards out into the stormy Atlantic, these shores have been a haven, a guide, and occasionally, the source of ruin. All we who have made the traverse or have sought shelter in the multitude of harbours between Portland Bill and the Isles of Scilly, have had to carry out our pilotage from the decks of a vessel of some sort. How often we have longed for the wings of a sea eagle, to see what we cannot see. Powered flight has finally given us this chance, and Patrick Roach, the maestro of the airbourne camera has so excelled himself with this series of images that our mutual friend the publisher has had little choice but to bind us into one volume to share the wonders he has revealed. So stretch out your wings, give a wild seagull's cry, and let's take to the skies together, bound out for the far west.",Books > Sailing,Bertrams,9781846231995,21.99,1,Paperback,48,"IMRAY,LAURIE,NORIE & WILSON LTD",English,29/04/2009,258,Tom Cunliffe
Standalone,9781408140291,World Voyage Planner: Planning A Voyage From Anywhere In The World To Anywhere In The World,"Jimmy Cornell is the undisputed authority on long distance voyaging. In his new book, he helps the would-be voyager plan their trip step by step. Aimed at those seriously contemplating an extended cruise (and those dreaming about the possibility), this book will give an idea of what is involved in developing the right strategy.  Amongst many other aspects, Jimmy looks at: - World weather systems - Strategies for sailing long or short circuits in the Atlantic, Pacific and Indian Oceans - The pros and cons of different routes at different times of year (taking into account weather, timings, wind directions and strengths, likelihood of fog, icebergs, gales, etc) - The pros and cons, attractions and dangers of different routes (such as the problem of piracy) - Practicalities (repair facilities, common gear breakage on extended voyages, places to leave the boat to fly home if necessary, health considerations, provisioning for a long trip, personal safety measures, and much more) - Jimmy's top ten list of common things that ruin a voyage Written from an international point of view, Jimmy Cornell's World Voyage Planner can help sailors from any country going to any other to achieve a safe and enjoyable cruise.",Books > Sailing,Ingram,9781408140291,65.99,3,Hardback,400,Adlard Coles Nautical,English,01/11/2012,1075,Jimmy Cornell
Standalone,9780863513077,Britain's Waterways: Cruising Rings And Other Things,"This is an essential reference for anyone planning a holiday or short break on the inland waterways. This guide covers rivers, canals, fens and broads. It features detailed maps of recognized cruising rings and other suggested routes. There are visitor attractions and waterway distractions described for each of them. Journey times range from an afternoon to over a fortnight, with options for detours along the way. A complete listing of hire bases and hotel boats completes this comprehensive waterways holiday guide.",Books > General,Gardners,9780863513077,19.99,4,Paperback,88,GEOPROJECTS (UK) LTD,English,24/04/2008,345,Brian Roberts
Standalone,9781904358268,Western Aegean Cruising Companion: A Yachtman's Guide To The West Aegean,"The Sporades and nearby mainland gulfs are the hidden jewel in the Aegean crown. they offer a wonderful variety of scenery and sailing conditions, but remain largely undiscovered by foreign yachtsmen. The West Aegean Cruising Companion conveys the full atmosphere of this magnificent cruising ground and combines comprehensive pilotage and nautical information. This is the authoritative guide to the harbours and anchorages within the region and it is given a unique dimension by i9nccludign suggestions of where to discover culinary delights and what to do when you step onto dry land.Rob Buttress incorporates practical tips for your passage planning as well as a valuable insight into the history, culture and cu7linary specialties of the area. This book, enhanced with full colour charts and detailed photography, will more than earn its keep on board.PORT GUIDES Useful information about where to eat, shop and visit in addition to a comprehensive guide to the local facilities, handlers and boatyards.PILOTAGE Clear pilotage directions and invaluable local knowledge.CHARTLETS Easy to read, full colour charts to simplify harbour approaches.HISTORY AND CULTURE Useful background information about these important aspects of the cruising region.GLOSSARY Nautical and general terms in Greek.",Books > Sailing,Bertrams,9781904358268,37.99,4,Hardback,240,Wiley Nautical,English,31/08/2007,1247,Rob Buttress
Standalone,9781565235908,"Boating Lessons You'Ll Never Forget: Safety, Emergency And Survival Techniques From Real-Life Disaster Stories","Not a guide book, but a great read. Real life disasters and how they lived to tell the stories fill the pages of this book. Everything from sperm whales biting a hole in a hull and escaping in a rubber dingy while your boat goes down in the Pacific to running ashore on rocky shoals. Also includes tips on how to survive whent he worst happens.",Books > General,Bertrams,9781565235908,19.99,2,Paperback,160,FOX CHAPEL PUBLISHING,English,15/03/2012,272,
Standalone,9781871680317,Solent Hazards,No synopsis available,Books > General,Ingram,9781871680317,35.99,7,Paperback,82,BOLDRE MARINE,English,01/05/2001,242,Peter Bruce
Standalone,9781898660934,Gps Afloat: Gps Navigation Made Simple,"The Global Positioning System has revolutionised small boat navigation.A GPS set gives your position to within 20 metres, anywhere on earth. Punch in your destination and the machine gives the data you need to sail or motor to your target. The dream of navigators through the ages - always to know exactly where they are and where they are going - has finally been realised.GPS Afloat explains, to the novice or traditional navigator, what the system can and cannot do. In a very short time you will be entering Waypoints, planning Routes and watching the Crosstrack Error as though they were old friends. You will also understand how to check your results using traditional navigation, common sense and the Mark 1 Eyeball.choosing a setgetting startedposition fixingoutputswaypoint navigationpassage makingpilotage.",Books > Motor / Power Boating & Cruising,Gardners,9781898660934,29.99,3,Paperback,96,Fernhurst Books,English,31/07/2002,312,Bill Anderson
Standalone,9781118357224,The Racing Rules Companion 2013-2016,"An invaluable on-the-water reference to the essentials of the latest racing rules  Its splash-proof is tough enough to withstand a cockpit soaking and its spiral binding means it will stay open on a selected page on a chart table. A colour coded index allows you to instantly find what you are looking for. Clear illustrations ease understanding of the new rules that apply from 2013. Every aspect of the race is covered, from starts to sailing the course, propulsion, room at marks, three boat situations, penalty turns, signals, protests and appeals.  A proper understanding of the racing rules is crucial to success on the water and there is no better pocket guide to the latest rules. Bryan Willis has been chairman of the jury and chief umpire for some of the most prestigious sailing events in the world, including the America's Cup and Olympics. He has served on the International Sailing Federation (ISAF) Racing Rules Committee for over 25 years.",Books > Sailing,Ingram,9781118357224,17.99,10,Paperback,24,John Wiley & Sons Inc,English,23/11/2012,60,Bryan Willis
Standalone,9780071424004,Getting Started In Sailboat Racing,"A complete course in the fundamentals, &quot;Getting Started in Sailboat Racing dispels the sport's elite aura and makes racing accessible to any sailor who wants to give it a try. This illustrated manual takes readers around the buoys, explaining the rules and tactics that govern starts, finishes, mark roundings, and boat-to-boat struggles for speed and advantage.",Books > Sailing,Bertrams,9780071424004,24.99,3,Paperback,224,MCGRAW HILL PROFESSIONAL,English,12/08/2004,376,Adam Cort and Richard Stearns
Standalone,9781408186947,The Rules Book: Complete 2013-2016 Rules,"This bestselling pocket-sized racing rules book is unique in covering the rules by race situation. It explains the rules affecting each part of the race course, from the start line, round the marks and on to the finish line, and clear diagrams show which boat is in the right or the wrong.The entire 2013-2016 racing rules are also included in this edition.This book is ideal for all racers because the rules are explained by race situation, using explanatory diagrams to show the rules that apply all around the race course. The rules are graded for all levels of competition - club, national and international championship. This unique method of presentation has proved extremely popular with racers over ten editions.",Books > Sailing,Ingram,9781408186947,30.99,4,Paperback,256,Adlard Coles Nautical,English,15/12/2012,454,Eric Twiname
Standalone,9781459610033,Blue Water (1 Volume Set),"From an action-packed journey to the Arctic ice pack, encounters with whales and storms, to rescuing a derelict yacht - only to later be washed ashore on a New Zealand beach - Lindsay Wright has experienced it all. His writing conveys the range of emotions felt by the sailor - the sheer joy of soaring over the waves like a tern, the satisfaction of navigating using only a sextant and the stars instead of a modern-day GPS receiver - and reflects on the spiritual bond between seafarers",Books > Sailing,Ingram,9781459610033,54.99,7,Paperback,456,ReadHowYouWant.com Ltd,English,17/02/2011,880,Lindsay Wright
Standalone,9781589760240,The Cruise Of The Snark: Jack London's South Sea Adventure,London built a 45-foot schooner called the Snark with the intent of sailing around the world with his wife and crew.,Books > Sailing,Bertrams,9781589760240,21.99,10,Paperback,224,NARRATIVE PRESS,English,01/06/2001,318,Jack London
Standalone,9781408178102,Yachtmaster Exercises For Sail And Power: Questions And Answers For The Rya Yachtmaster Certificates Of Competence,"This companion volume toYachtmaster for Sail and Power, by the same author, provides further navigation practice for anyone studying the RYA Yachtmaster syllabus, as well as Day Skipper candidates. It is packed with practice questions and test papers, and comes with a free practice chart which, together with extracts from tide tables, almanacs and pilotage notes, enables students to work on real sailing scenarios and plot their own courses without the need for any other material.Completely updated and redesigned for this third edition, this is an invaluable textbook and exam revision guide for anyone studying for the RYA exams or simply brushing up on their navigation skills.",Books > General,Bertrams,9781408178102,36.99,0,Paperback,112,Adlard Coles Nautical,English,13/09/2012,404,Alison Noice
Standalone,9781119942375,Sail Smart,"Master your instruments and turn on-board information into racing results Modern sailors are bombarded with a wealth of information from their on-board instruments. From apparent and true wind speed to boat speed and speed over the, there's no shortage of data to interpret. Sail Smart shows you how to become the master of your instruments and make the right calls every time, knowing for certain when to tack, which shift to look out for, how the tide can work for or against you, and much more. With diagrams and full-color photographs throughout, this accessible and instructional guide turns information into excellence. &bull;Unlock your winning potential &bull;Maximise your onboard instruments &bull;Learn to think like a professional yachtsman &nbsp;",Books > Sailing,Bertrams,9781119942375,30.99,6,Paperback,102,John Wiley & Sons Inc,English,21/09/2012,230,Mark Chisnell
Standalone,9781408178119,Yachtmaster For Sail And Power: A Manual For The Rya Yachtmaster Certificates Of Competence,"Yachtmaster for Sail and Poweris a major reference book that has proved invaluable for the many sailors following the RYA Coastal Skipper/Yachtmaster Offshore course. This highly respected and refreshingly practical study guide covers the whole syllabus in detail, all illustrated with colour photographs, charts and worked examples throughout.It covers:",Books > General,Ingram,9781408178119,37.99,8,Hardback,256,Adlard Coles Nautical,English,13/09/2012,454,Alison Noice
Standalone,9781290351898,Racundra's First Cruise,"Unlike some other reproductions of classic texts (1) We have not used OCR(Optical Character Recognition), as this leads to bad quality books with introduced typos. (2) In books where there are images such as portraits, maps, sketches etc We have endeavoured to keep the quality of these images, so they represent accurately the original artefact. Although occasionally there may be certain imperfections with these old texts, we feel they deserve to be made available for future generations to enjoy.",Books > Sailing,Bertrams,9781290351898,32.99,3,Paperback,270,HardPress Publishing,English,10/01/2012,367,Arthur Ransome
Standalone,9781408131145,Learning To Sail: In Dinghies Or Yachts: A No-Nonsense Guide For Beginners Of All Ages,"For anyone learning to sail in either dinghies or yachts, this book is easy to read with lively colour illustrations. Now in a larger format, this is a no-nonsense guide for beginners of all ages and is valuable as a back-up to sailing courses or for anyone learning to sail with a friend. It covers how to start sailing, the different kinds of boats you will sail in, various parts of a boat, rigging and launching a dinghy, getting going in a yacht, how a boat sails, handling ropes and tying knots, the effect of the tide, the weather, living aboard a yacht and what is on a chart.'A useful first introduction'The Little Ship  'An ideal book for the absolute beginner? a no-nonsense primer'Kelvin Hughes",Books > Sailing,Bertrams,9781408131145,16.99,3,Paperback,80,Adlard Coles Nautical,English,12/01/2011,218,Basil Mosenthal
